stop_id,stop_name,stop_lat,stop_lon,stop_desc
6172156389,RN4: Quillacollo-Suticollo,-17.4420481,-66.3372109,4(1-110-113-119)
6298572909,RN4: Quillacollo-Suticollo,-17.4427273,-66.33748720000001,4(1-110-113-119)
4090270277,RN4: Quillacollo-Suticollo y Puente Suticollo,-17.44309,-66.3376322,4(1-110-113-119)
3823718458,Puente Suticollo y RN4: Quillacollo-Suticollo,-17.443281600000002,-66.3377174,4(1-110-113-119)
3823718467,RN4: Quillacollo-Suticollo,-17.4463015,-66.33892460000001,3(1-113-119)
3823718473,RN4: Quillacollo-Suticollo,-17.4489911,-66.33935600000001,3(1-113-119)
3823718474,RN4: Quillacollo-Suticollo,-17.449596900000003,-66.33933490000001,3(1-113-119)
7057394321,RN4: Quillacollo-Suticollo,-17.4496475,-66.3393312,3(1-113-119)
3823718496,RN4: Quillacollo-Suticollo,-17.457863000000003,-66.3385088,3(1-113-119)
3823718500,RN4: Quillacollo-Suticollo,-17.459209400000002,-66.3384012,3(1-113-119)
3823718505,RN4: Quillacollo-Suticollo,-17.4610589,-66.3384793,3(1-113-119)
3823718510,RN4: Quillacollo-Suticollo,-17.4641121,-66.33879470000001,3(1-113-119)
3823718513,RN4: Quillacollo-Suticollo,-17.465201200000003,-66.3388707,3(1-113-119)
11071715935,RN4: Quillacollo-Suticollo y Avenida Simón Bolivar,-17.4682074,-66.33866880000001,4(1-110-113-119)
6172156436,RN4: Quillacollo-Suticollo,-17.468533,-66.3386715,3(1-113-119)
3094143332,RN4: Quillacollo-Suticollo y Avenida Simón Bolivar,-17.468298200000003,-66.33856440000001,4(1-110-113-119)
3094086578,RN4: Quillacollo-Suticollo,-17.462873400000003,-66.3385466,3(1-113-119)
3823718497,RN4: Quillacollo-Suticollo,-17.4584538,-66.33836910000001,3(1-113-119)
3823718495,RN4: Quillacollo-Suticollo,-17.457265000000003,-66.33847990000001,3(1-113-119)
3094086025,RN4: Quillacollo-Suticollo,-17.455157500000002,-66.3386988,3(1-113-119)
319772308,RN4: Quillacollo-Suticollo,-17.447924200000003,-66.33919470000001,3(1-113-119)
3823718470,RN4: Quillacollo-Suticollo,-17.447464,-66.33912550000001,3(1-113-119)
